No.,Time,Source,Destination,Protocol,Length,Info,,,,TIME 1 ,TIME 2,DELAY ,delay 2,delay 1,jitter
769,341.654149,52.113.196.254,192.168.100.41,TLSv1.2,541,Application Data,,,,,,,,,
770,341.654365,192.168.100.41,52.113.196.254,TCP,54,53021  >  443 [ACK] Seq=1179 Ack=753 Win=261376 Len=0,,,,,,,,,
771,341.65442,52.113.196.254,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
772,341.662484,192.168.100.41,52.113.196.254,TCP,54,53021  >  443 [ACK] Seq=1179 Ack=791 Win=261120 Len=0,,,,,,,,,
773,341.681113,192.168.100.41,52.113.196.254,TLSv1.2,137,Application Data,,,,,,,,,
774,341.683443,52.113.196.254,192.168.100.41,TCP,56,443  >  53021 [ACK] Seq=791 Ack=1262 Win=261120 Len=0,,,,,,,,,
775,341.683537,52.113.196.254,192.168.100.41,TLSv1.2,229,Application Data,,,,,,,,,
776,341.683818,192.168.100.41,52.113.196.254,TCP,54,53021  >  443 [ACK] Seq=1262 Ack=966 Win=261120 Len=0,,,,,,,,,
777,341.683892,52.113.196.254,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
778,341.699228,192.168.100.41,52.113.196.254,TCP,54,53021  >  443 [ACK] Seq=1262 Ack=1004 Win=261120 Len=0,,,,,,,,,
779,341.718258,192.168.100.41,131.253.33.254,TCP,66,53022  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
780,341.718444,131.253.33.254,192.168.100.41,TCP,66,"443  >  53022 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1",,,,,,,,,
781,341.719227,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0,,,,,,,,,
782,341.738893,192.168.100.41,131.253.33.254,TLSv1.2,561,Client Hello,,,,,,,,,
783,341.739286,131.253.33.254,192.168.100.41,TCP,54,443  >  53022 [ACK] Seq=1 Ack=508 Win=261888 Len=0,,,,,,,,,
784,341.739392,131.253.33.254,192.168.100.41,TLSv1.2,212,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
785,341.74167,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=508 Ack=159 Win=261888 Len=0,,,,,,,,,
786,341.750918,192.168.100.41,131.253.33.254,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
787,341.75141,192.168.100.41,131.253.33.254,TLSv1.2,141,Application Data,,,,,,,,,
788,341.760052,192.168.100.41,131.253.33.254,TLSv1.2,556,Application Data,,,,,,,,,
789,341.760469,131.253.33.254,192.168.100.41,TCP,56,443  >  53022 [ACK] Seq=159 Ack=559 Win=261888 Len=0,,,,,,,,,
790,341.760574,131.253.33.254,192.168.100.41,TLSv1.2,123,Application Data,,,,,,,,,
791,341.768645,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1148 Ack=228 Win=261888 Len=0,,,,,,,,,
792,341.769434,192.168.100.41,131.253.33.254,TLSv1.2,92,Application Data,,,,,,,,,
793,341.770209,131.253.33.254,192.168.100.41,TCP,56,443  >  53022 [ACK] Seq=228 Ack=646 Win=261888 Len=0,,,,,,,,,
794,341.770366,131.253.33.254,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
795,341.773266,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1186 Ack=266 Win=261632 Len=0,,,,,,,,,
796,341.773428,131.253.33.254,192.168.100.41,TLSv1.2,541,Application Data,,,,,,,,,
797,341.773636,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1186 Ack=753 Win=261376 Len=0,,,,,,,,,
798,341.773691,131.253.33.254,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
799,341.779039,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1186 Ack=791 Win=261120 Len=0,,,,,,,,,
800,341.786891,192.168.100.41,131.253.33.254,TLSv1.2,136,Application Data,,,,,,,,,
801,341.798254,131.253.33.254,192.168.100.41,TCP,56,443  >  53022 [ACK] Seq=791 Ack=1186 Win=261376 Len=0,,,,,,,,,
802,341.801272,131.253.33.254,192.168.100.41,TCP,56,443  >  53022 [ACK] Seq=791 Ack=1268 Win=261120 Len=0,,,,,,,,,
803,341.801407,131.253.33.254,192.168.100.41,TLSv1.2,228,Application Data,,,,,,,,,
804,341.801611,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1268 Ack=965 Win=261120 Len=0,,,,,,,,,
805,341.801664,131.253.33.254,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
806,341.808817,192.168.100.41,131.253.33.254,TCP,54,53022  >  443 [ACK] Seq=1268 Ack=1003 Win=261120 Len=0,,,,,,,,,
807,341.823264,192.168.100.41,117.18.232.200,TCP,66,53023  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
808,341.823469,117.18.232.200,192.168.100.41,TCP,66,"443  >  53023 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM=1 WS=512",,,,,,,,,
809,341.824095,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0,,,,,,,,,
810,341.837526,192.168.100.41,117.18.232.200,TLSv1.2,430,Client Hello,,,,,,,,,
811,341.83869,117.18.232.200,192.168.100.41,TCP,54,443  >  53023 [ACK] Seq=1 Ack=377 Win=67072 Len=0,,,,,,,,,
812,341.838854,117.18.232.200,192.168.100.41,TLSv1.2,1466,Server Hello,,,,,,,,,
813,341.839353,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=377 Ack=1413 Win=262144 Len=0,,,,,,,,,
814,341.839353,117.18.232.200,192.168.100.41,TCP,1466,443  >  53023 [ACK] Seq=1413 Ack=377 Win=67072 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
815,341.839489,117.18.232.200,192.168.100.41,TCP,1326,"443  >  53023 [PSH, ACK] Seq=2825 Ack=377 Win=67072 Len=1272 [TCP segment of a reassembled PDU]",,,,,,,,,
816,341.840392,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=377 Ack=4097 Win=262144 Len=0,,,,,,,,,
817,341.840392,117.18.232.200,192.168.100.41,TCP,1466,443  >  53023 [ACK] Seq=4097 Ack=377 Win=67072 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
818,341.840392,117.18.232.200,192.168.100.41,TLSv1.2,1466,Certificate [TCP segment of a reassembled PDU],,,,,,,,,
819,341.840392,117.18.232.200,192.168.100.41,TLSv1.2,1326,Certificate Status [TCP segment of a reassembled PDU],,,,,,,,,
820,341.840577,117.18.232.200,192.168.100.41,TLSv1.2,206,"Server Key Exchange, Server Hello Done",,,,,,,,,
821,341.846016,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=377 Ack=8345 Win=262144 Len=0,,,,,,,,,
822,341.846687,192.168.100.41,117.18.232.200,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
823,341.846879,192.168.100.41,117.18.232.200,TLSv1.2,141,Application Data,,,,,,,,,
824,341.860193,192.168.100.41,117.18.232.200,TLSv1.2,392,Application Data,,,,,,,,,
825,341.861433,117.18.232.200,192.168.100.41,TCP,56,443  >  53023 [ACK] Seq=8345 Ack=928 Win=68096 Len=0,,,,,,,,,
826,341.861594,117.18.232.200,192.168.100.41,TLSv1.2,280,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
827,341.861858,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=928 Ack=8571 Win=261888 Len=0,,,,,,,,,
828,341.86191,117.18.232.200,192.168.100.41,TLSv1.2,202,"Application Data, Application Data, Application Data",,,,,,,,,
829,341.863437,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=928 Ack=8719 Win=261632 Len=0,,,,,,,,,
830,341.881686,192.168.100.41,117.18.232.200,TLSv1.2,92,Application Data,,,,,,,,,
831,341.881852,117.18.232.200,192.168.100.41,TLSv1.2,855,"Application Data, Application Data, Application Data",,,,,,,,,
832,341.889296,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=966 Ack=9520 Win=260864 Len=0,,,,,,,,,
833,341.922111,192.168.100.41,117.18.232.200,TLSv1.2,139,Application Data,,,,,,,,,
834,341.922327,117.18.232.200,192.168.100.41,TLSv1.2,322,"Application Data, Application Data, Application Data",,,,,,,,,
835,341.931481,192.168.100.41,117.18.232.200,TCP,54,53023  >  443 [ACK] Seq=1051 Ack=9788 Win=262144 Len=0,,,,,,,,,
836,341.950485,192.168.100.41,204.79.197.222,TCP,66,53024  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
837,341.950673,204.79.197.222,192.168.100.41,TCP,66,"443  >  53024 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1",,,,,,,,,
838,341.951499,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0,,,,,,,,,
839,341.970929,192.168.100.41,204.79.197.222,TLSv1.2,548,Client Hello,,,,,,,,,
840,341.971131,204.79.197.222,192.168.100.41,TCP,54,443  >  53024 [ACK] Seq=1 Ack=495 Win=524544 Len=0,,,,,,,,,
841,341.971241,204.79.197.222,192.168.100.41,TLSv1.2,212,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
842,341.972381,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=495 Ack=159 Win=261888 Len=0,,,,,,,,,
843,341.980333,192.168.100.41,204.79.197.222,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,
844,341.980546,192.168.100.41,204.79.197.222,TLSv1.2,141,Application Data,,,,,,,,,
845,341.990165,192.168.100.41,204.79.197.222,TLSv1.2,906,Application Data,,,,,,,,,
846,341.990598,204.79.197.222,192.168.100.41,TCP,56,443  >  53024 [ACK] Seq=159 Ack=546 Win=524544 Len=0,,,,,,,,,
847,341.990729,204.79.197.222,192.168.100.41,TLSv1.2,123,Application Data,,,,,,,,,
848,341.991088,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=1485 Ack=228 Win=261888 Len=0,,,,,,,,,
849,341.998497,192.168.100.41,204.79.197.222,TLSv1.2,92,Application Data,,,,,,,,,
850,341.998701,204.79.197.222,192.168.100.41,TCP,56,443  >  53024 [ACK] Seq=228 Ack=633 Win=524544 Len=0,,,,,,,,,
851,341.998808,204.79.197.222,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
852,342.001273,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=1523 Ack=266 Win=261632 Len=0,,,,,,,,,
853,342.00143,204.79.197.222,192.168.100.41,TLSv1.2,263,Application Data,,,,,,,,,
854,342.00165,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=1523 Ack=475 Win=261632 Len=0,,,,,,,,,
855,342.001723,204.79.197.222,192.168.100.41,TLSv1.2,92,Application Data,,,,,,,,,
856,342.009251,192.168.100.41,204.79.197.222,TCP,54,53024  >  443 [ACK] Seq=1523 Ack=513 Win=261632 Len=0,,,,,,,,,
857,344.537688,204.79.197.222,192.168.100.41,TCP,56,443  >  53024 [ACK] Seq=513 Ack=1523 Win=525056 Len=0,,,,,,,,,
858,344.540359,192.168.100.41,204.79.197.200,TLSv1.2,1004,Application Data,,,,,,,,,
859,344.540359,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=43276 Ack=11870 Win=261376 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
860,344.540359,192.168.100.41,204.79.197.200,TCP,1466,53016  >  443 [ACK] Seq=44688 Ack=11870 Win=261376 Len=1412 [TCP segment of a reassembled PDU],,,,,,,,,
861,344.540926,192.168.100.41,204.79.197.200,TLSv1.2,580,Application Data,,,,,,,,,
862,344.557142,192.168.100.41,204.79.197.200,TLSv1.2,92,Application Data,,,,,,,,,
863,344.559298,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11870 Ack=43276 Win=524032 Len=0,,,,,,,,,
864,344.559505,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11870 Ack=44688 Win=525056 Len=0,,,,,,,,,
865,344.559837,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11870 Ack=46626 Win=525056 Len=0,,,,,,,,,
866,344.596703,204.79.197.200,192.168.100.41,TCP,56,443  >  53016 [ACK] Seq=11870 Ack=46664 Win=525056 Len=0,,,,,,,,,
867,344.596857,204.79.197.200,192.168.100.41,TLSv1.2,196,Application Data,,,,,,,,,
868,345.981785,192.168.100.41,204.79.197.200,TCP,54,53016  >  443 [ACK] Seq=46664 Ack=12012 Win=261376 Len=0,,,,,,,,,
869,345.985237,192.168.100.41,93.184.216.34,TCP,66,53025  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
870,345.985551,93.184.216.34,192.168.100.41,TCP,62,"80  >  53025 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
871,345.986472,192.168.100.41,93.184.216.34,TCP,54,53025  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
872,345.988694,192.168.100.41,93.184.216.34,TCP,54,"53025  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
873,345.989052,93.184.216.34,192.168.100.41,TCP,54,80  >  53025 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
874,345.989253,93.184.216.34,192.168.100.41,TCP,54,"80  >  53025 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
875,349.320413,192.168.100.41,93.184.216.34,TCP,54,53025  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
879,349.320601,192.168.100.41,117.18.232.200,TCP,54,"52876  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0",,,,,,,,,
880,350.995607,192.168.100.41,117.18.232.200,TCP,54,"52877  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0",,,,,,,,,
881,350.999074,192.168.100.41,93.184.216.34,TCP,66,53026  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
882,350.999387,93.184.216.34,192.168.100.41,TCP,62,"80  >  53026 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
883,351.000298,192.168.100.41,93.184.216.34,TCP,54,53026  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
884,351.002201,192.168.100.41,93.184.216.34,TCP,54,"53026  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
885,351.002506,93.184.216.34,192.168.100.41,TCP,54,80  >  53026 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
886,351.002703,93.184.216.34,192.168.100.41,TCP,54,"80  >  53026 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
887,356.009126,192.168.100.41,93.184.216.34,TCP,54,53026  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
888,356.012283,192.168.100.41,93.184.216.34,TCP,66,53027  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,
889,356.012596,93.184.216.34,192.168.100.41,TCP,62,"80  >  53027 [SYN, ACK] Seq=0 Ack=1 Win=4236 Len=0 MSS=1412 SACK_PERM=1",,,,,,,,,
890,356.013185,192.168.100.41,93.184.216.34,TCP,54,53027  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0,,,,,,,,,
891,356.015455,192.168.100.41,93.184.216.34,TCP,54,"53027  >  80 [FIN, ACK] Seq=1 Ack=1 Win=64240 Len=0",,,,,,,,,
892,356.01576,93.184.216.34,192.168.100.41,TCP,54,80  >  53027 [ACK] Seq=1 Ack=2 Win=4236 Len=0,,,,,,,,,
893,356.015954,93.184.216.34,192.168.100.41,TCP,54,"80  >  53027 [FIN, ACK] Seq=1 Ack=2 Win=4236 Len=0",,,,,,,,,
894,357.694016,192.168.100.41,93.184.216.34,TCP,54,53027  >  80 [ACK] Seq=2 Ack=2 Win=64240 Len=0,,,,,,,,,
902,357.69422,40.90.189.152,192.168.100.41,TCP,54,[TCP Dup ACK 475#3] 443  >  58153 [ACK] Seq=1660944385 Ack=170 Win=52252 Len=0,,,,,,,,,
903,,192.168.100.41,40.90.189.152,TCP,54,[TCP Dup ACK 419#4] 58153  >  443 [ACK] Seq=179943567 Ack=1297691943 Win=508 Len=0,,,,,,,,,
